Generation # 9  Max Fitness: 0.0017955590796988224
Generation # 10  Max Fitness: 0.0028069802138198123
New Best Fitness
Generation # 11  Max Fitness: 0.0028069802138198123
Generation # 12  Max Fitness: 0.003446766452975832
New Best Fitness
Generation # 13  Max Fitness: 0.0041125524062941435
New Best Fitness
Generation # 14  Max Fitness: 0.006549620498912895
New Best Fitness
Generation # 15  Max Fitness: 0.006549620498912895
Generation # 16  Max Fitness: 0.006549620498912895
Generation # 17  Max Fitness: 0.006549620498912895
Generation # 18  Max Fitness: 0.006549620498912895
Generation # 19  Max Fitness: 0.006549620498912895
Generation # 20  Max Fitness: 0.006549620498912895
Generation # 21  Max Fitness: 0.006549620498912895
Generation # 22  Max Fitness: 0.007927562841844414
New Best Fitness
Generation # 23  Max Fitness: 0.007927562841844414
Generation # 24  Max Fitness: 0.00485465973400052
Generation # 25  Max Fitness: 0.00485465973400052
Generation # 26  Max Fitness: 0.00485465973400052
Generation # 27  Max Fitness: 0.00485465973400052
Generation # 28  Max Fitness: 0.0068015289796403144
Generation # 29  Max Fitness: 0.0068015289796403144
Generation # 30  Max Fitness: 0.0068015289796403144
Generation # 31  Max Fitness: 0.0068015289796403144
Generation # 32  Max Fitness: 0.0068015289796403144
Generation # 33  Max Fitness: 0.0068015289796403144
Generation # 34  Max Fitness: 0.0055262422959577555
Generation # 35  Max Fitness: 0.008200927077770082
New Best Fitness
Generation # 36  Max Fitness: 0.008200927077770082
Generation # 37  Max Fitness: 0.008200927077770082
Generation # 38  Max Fitness: 0.008200927077770082
Generation # 39  Max Fitness: 0.0055262422959577555
Generation # 40  Max Fitness: 0.0055262422959577555
Generation # 41  Max Fitness: 0.00535878040820146
Generation # 42  Max Fitness: 0.00535878040820146
Generation # 43  Max Fitness: 0.00767183500823653
Generation # 44  Max Fitness: 0.00767183500823653
Generation # 45  Max Fitness: 0.00767183500823653
Generation # 46  Max Fitness: 0.00767183500823653
Generation # 47  Max Fitness: 0.00767183500823653
Generation # 48  Max Fitness: 0.00767183500823653
Generation # 49  Max Fitness: 0.00767183500823653
Accuracy:  95.0 %
37 <= node_count < 37
Node Count: 37
30
1
Weighted Connections:
(34, 7) : 0.013259005631395707
(33, 2) : -0.0037781382165785215
(36, 1) : -0.35441439912313205
(36, 32) : 1.4249233032445336
(31, 28) : -0.09806651838249933
(34, 16) : 0.002288550195481519
(32, 0) : -0.32591517372371853
(30, 15) : 0.026910524859476426
(32, 20) : -0.011184962283383544
(35, 13) : 0.0008062709817370318
(34, 31) : 0.000791647626154363
(31, 14) : -0.005019851723095037
(30, 2) : -0.015240677304496715
(31, 16) : 0.11343207562500021
(36, 14) : 0.13210503054898337
(35, 30) : 0.1892076370892299
(34, 10) : 0.024643147741210746
(36, 16) : 0.11522392872424767
(31, 27) : 0.008654243459031492
(30, 17) : -6.542785422095456e-05
(33, 19) : 0.02834424640312954
(32, 5) : -0.7996019148291436
(35, 19) : 0.09125388322295118
(31, 20) : -0.20083764078297464
(34, 24) : 0.022581379400433407
(33, 0) : -0.1069450199735725
(36, 20) : -1.0939138842931486
(36, 33) : 0.5413812989867176
(32, 8) : 0.059445198686977466
(32, 23) : -0.7386509215694557
(30, 7) : -0.11008863639958515
Biases: [0.35590032380659464, 0.8897531383262264, 0.6689914751254701, 0.5579250898380864, 0.5920580760731105, 1.013047670776698, 0.18737037734049, 0.6218016913858325, 0.6416276093574378, 0.5470251598829848, 0.6593262930874594, 0.2542108508339789, 0.9290723759562619, 0.7046753176271384, 0.13475794229258622, 0.6526253680632491, 0.7438643644047599, 0.2752191211310454, 0.5821253977498779, 0.41112580698774714, 0.30878745990495055, 0.628939760245476, 0.3057228382993432, 0.5620329434766995, 0.34995877579390533, 0.25809978133623135, 0.22064956003536285, 0.5139824372158935, 0.7576067658022708, 0.8782761491555418, 0.19858706603346443, 0.8549575015798052, 0.7943657368481606, 0.5823199839177062, 0.10938127455484792, 0.17390175152004872, 0.5307948337883003]
Best Accuracy: 98.0 %
Population: 0  Node Count: 61
1.5818572824532687e-13 1.5818572824532687e-13
Generation # 0  Max Fitness: 1.6640840662153102e-09
New Best Fitness
Generation # 1  Max Fitness: 3.4429325507902973e-09
New Best Fitness
Generation # 2  Max Fitness: 0.00014771512248862453
New Best Fitness
Generation # 3  Max Fitness: 0.00014771512248862453
Generation # 4  Max Fitness: 0.00014771512248862453
Generation # 5  Max Fitness: 0.00014771512248862453
Generation # 6  Max Fitness: 0.00014771512248862453
Generation # 7  Max Fitness: 0.00014771512248862453
Generation # 8  Max Fitness: 0.00014771512248862453
Generation # 9  Max Fitness: 0.00014771512248862453
Generation # 10  Max Fitness: 0.00014771512248862453
Generation # 11  Max Fitness: 0.00014771512248862453
Generation # 12  Max Fitness: 0.00021159119904998986
New Best Fitness
Generation # 13  Max Fitness: 0.00021159119904998986
Generation # 14  Max Fitness: 0.00021159119904998986
Generation # 15  Max Fitness: 0.00021159119904998986
Generation # 16  Max Fitness: 0.0004095726447700632
New Best Fitness
Generation # 17  Max Fitness: 0.0004095726447700632
Generation # 18  Max Fitness: 0.0004095726447700632
Generation # 19  Max Fitness: 0.0004095726447700632
Generation # 20  Max Fitness: 0.0004095726447700632
Generation # 21  Max Fitness: 0.0004095726447700632
Generation # 22  Max Fitness: 0.0004095726447700632
Generation # 23  Max Fitness: 0.0004095726447700632
Generation # 24  Max Fitness: 0.0004095726447700632
Generation # 25  Max Fitness: 0.0004095726447700632
Generation # 26  Max Fitness: 0.0004095726447700632
Generation # 27  Max Fitness: 0.00038008978901813264
Generation # 28  Max Fitness: 0.00038008978901813264
Generation # 29  Max Fitness: 0.00038008978901813264
Generation # 30  Max Fitness: 0.00038008978901813264
Generation # 31  Max Fitness: 0.00038008978901813264
Generation # 32  Max Fitness: 0.00038008978901813264
Generation # 33  Max Fitness: 0.00038008978901813264
Generation # 34  Max Fitness: 0.00038008978901813264
Generation # 35  Max Fitness: 0.00038457903849472473
Generation # 36  Max Fitness: 0.00038457903849472473
Generation # 37  Max Fitness: 0.0004192406685736484
New Best Fitness
Generation # 38  Max Fitness: 0.0004192406685736484
Generation # 39  Max Fitness: 0.0004192406685736484
Generation # 40  Max Fitness: 0.0004192406685736484
Generation # 41  Max Fitness: 0.0004192406685736484
Generation # 42  Max Fitness: 0.0004192406685736484
Generation # 43  Max Fitness: 0.0004192406685736484
Generation # 44  Max Fitness: 0.0004192406685736484
Generation # 45  Max Fitness: 0.0004192406685736484
Generation # 46  Max Fitness: 0.0004228704579119484
New Best Fitness
Generation # 47  Max Fitness: 0.0004228704579119484
Generation # 48  Max Fitness: 0.0004228704579119484
Generation # 49  Max Fitness: 0.0004228704579119484
Accuracy:  96.0 %
Replaced  0.0  with  0.0004228704579119484
47 <= node_count < 100
Population: 1  Node Count: 67
4.864531786808536e-14 4.864531786808536e-14
Generation # 0  Max Fitness: 3.924309608311595e-09
New Best Fitness
Generation # 1  Max Fitness: 3.924309608311595e-09
Generation # 2  Max Fitness: 3.924309608311595e-09
Generation # 3  Max Fitness: 5.90738275573451e-07
New Best Fitness
Generation # 4  Max Fitness: 0.00017297191559655488
New Best Fitness
Generation # 5  Max Fitness: 0.00017297191559655488
Generation # 6  Max Fitness: 0.00017297191559655488
Generation # 7  Max Fitness: 0.00017297191559655488
Generation # 8  Max Fitness: 0.00017297191559655488
Generation # 9  Max Fitness: 0.00017297191559655488
Generation # 10  Max Fitness: 0.00017297191559655488
Generation # 11  Max Fitness: 0.00017297191559655488
Generation # 12  Max Fitness: 0.00017297191559655488
Generation # 13  Max Fitness: 0.00017297191559655488
Generation # 14  Max Fitness: 0.00017297191559655488
Generation # 15  Max Fitness: 0.00017297191559655488
Generation # 16  Max Fitness: 0.00017297191559655488
Generation # 17  Max Fitness: 0.00017297191559655488
Generation # 18  Max Fitness: 0.00017297191559655488
Generation # 19  Max Fitness: 0.00017297191559655488
Generation # 20  Max Fitness: 0.00017297191559655488
Generation # 21  Max Fitness: 0.00017297191559655488
Generation # 22  Max Fitness: 0.00017297191559655488
Generation # 23  Max Fitness: 0.00017297191559655488
Generation # 24  Max Fitness: 0.00017297191559655488
Generation # 25  Max Fitness: 0.00017297191559655488
Generation # 26  Max Fitness: 0.00017297191559655488
Generation # 27  Max Fitness: 0.00017297191559655488
Generation # 28  Max Fitness: 0.00017297191559655488
Generation # 29  Max Fitness: 0.00017297191559655488
Generation # 30  Max Fitness: 0.00017297191559655488
Generation # 31  Max Fitness: 0.00017297191559655488
Generation # 32  Max Fitness: 0.00017297191559655488
Generation # 33  Max Fitness: 0.00017297191559655488
Generation # 34  Max Fitness: 0.00017297191559655488
Generation # 35  Max Fitness: 0.00017297191559655488
Generation # 36  Max Fitness: 0.00017297191559655488
Generation # 37  Max Fitness: 0.00017297191559655488
Generation # 38  Max Fitness: 0.00017297191559655488
Generation # 39  Max Fitness: 0.00017297191559655488
Generation # 40  Max Fitness: 0.00017297191559655488
Generation # 41  Max Fitness: 0.00017297191559655488
Generation # 42  Max Fitness: 0.00017297191559655488
Generation # 43  Max Fitness: 0.00017297191559655488
Generation # 44  Max Fitness: 0.00017297191559655488
Generation # 45  Max Fitness: 0.00017297191559655488
Generation # 46  Max Fitness: 0.00017297191559655488
Generation # 47  Max Fitness: 0.00017297191559655488
Generation # 48  Max Fitness: 0.00017297191559655488
Generation # 49  Max Fitness: 0.00017297191559655488
Accuracy:  95.0 %
58 <= node_count < 100
Population: 2  Node Count: 96
3.1287293471463025e-17 3.1287293471463025e-17
Generation # 0  Max Fitness: 3.770667257050056e-07
New Best Fitness
Generation # 1  Max Fitness: 3.770667257050056e-07
Generation # 2  Max Fitness: 2.0857604861749377e-06
New Best Fitness
Generation # 3  Max Fitness: 4.0726974334674465e-06
New Best Fitness
Generation # 4  Max Fitness: 9.077418047486591e-06
New Best Fitness
Generation # 5  Max Fitness: 3.1164144495484366e-05
New Best Fitness
Generation # 6  Max Fitness: 3.1164144495484366e-05
Generation # 7  Max Fitness: 3.1164144495484366e-05
Generation # 8  Max Fitness: 3.137484246072735e-05
New Best Fitness
Generation # 9  Max Fitness: 3.137484246072735e-05
Generation # 10  Max Fitness: 3.137484246072735e-05
Generation # 11  Max Fitness: 3.137484246072735e-05
Generation # 12  Max Fitness: 3.137484246072735e-05
Generation # 13  Max Fitness: 3.137484246072735e-05
Generation # 14  Max Fitness: 3.137484246072735e-05
Generation # 15  Max Fitness: 3.137484246072735e-05
Generation # 16  Max Fitness: 3.137484246072735e-05
Generation # 17  Max Fitness: 3.137484246072735e-05
Generation # 18  Max Fitness: 3.137484246072735e-05
Generation # 19  Max Fitness: 3.137484246072735e-05
Generation # 20  Max Fitness: 3.137484246072735e-05
Generation # 21  Max Fitness: 3.137484246072735e-05
Generation # 22  Max Fitness: 3.137484246072735e-05
Generation # 23  Max Fitness: 3.137484246072735e-05
Generation # 24  Max Fitness: 3.137484246072735e-05
Generation # 25  Max Fitness: 3.137484246072735e-05
Generation # 26  Max Fitness: 3.137484246072735e-05
Generation # 27  Max Fitness: 3.137484246072735e-05
Generation # 28  Max Fitness: 3.137484246072735e-05
Generation # 29  Max Fitness: 3.137484246072735e-05
Generation # 30  Max Fitness: 3.137484246072735e-05
Generation # 31  Max Fitness: 3.137484246072735e-05
Generation # 32  Max Fitness: 3.137484246072735e-05
Generation # 33  Max Fitness: 3.137484246072735e-05
Generation # 34  Max Fitness: 3.472878350809657e-05
New Best Fitness
Generation # 35  Max Fitness: 3.472878350809657e-05
Generation # 36  Max Fitness: 3.472878350809657e-05
Generation # 37  Max Fitness: 3.472878350809657e-05
Generation # 38  Max Fitness: 3.472878350809657e-05
Generation # 39  Max Fitness: 3.472878350809657e-05
Generation # 40  Max Fitness: 4.5177559259809325e-05
New Best Fitness
Generation # 41  Max Fitness: 4.5177559259809325e-05
Generation # 42  Max Fitness: 4.5177559259809325e-05
Generation # 43  Max Fitness: 4.5177559259809325e-05
Generation # 44  Max Fitness: 4.8198692337882996e-05
New Best Fitness
Generation # 45  Max Fitness: 4.8198692337882996e-05
Generation # 46  Max Fitness: 4.8198692337882996e-05
Generation # 47  Max Fitness: 4.8198692337882996e-05
Generation # 48  Max Fitness: 4.8198692337882996e-05
Generation # 49  Max Fitness: 4.8198692337882996e-05
Accuracy:  96.0 %
78 <= node_count < 100
Population: 3  Node Count: 91
2.582549631276118e-17 2.582549631276118e-17
Generation # 0  Max Fitness: 2.508424562635632e-07
New Best Fitness
Generation # 1  Max Fitness: 5.422164069035851e-06
New Best Fitness
Generation # 2  Max Fitness: 5.422164069035851e-06
Generation # 3  Max Fitness: 4.8073231885601993e-05
New Best Fitness
Generation # 4  Max Fitness: 4.8073231885601993e-05
Generation # 5  Max Fitness: 4.8073231885601993e-05
Generation # 6  Max Fitness: 4.8073231885601993e-05
Generation # 7  Max Fitness: 5.633262225743681e-05
New Best Fitness
Generation # 8  Max Fitness: 5.633262225743681e-05
Generation # 9  Max Fitness: 5.633262225743681e-05
Generation # 10  Max Fitness: 5.633262225743681e-05
Generation # 11  Max Fitness: 5.633262225743681e-05
Generation # 12  Max Fitness: 5.633262225743681e-05
Generation # 13  Max Fitness: 5.633262225743681e-05
Generation # 14  Max Fitness: 5.633262225743681e-05
Generation # 15  Max Fitness: 5.633262225743681e-05
Generation # 16  Max Fitness: 5.633262225743681e-05
Generation # 17  Max Fitness: 5.633262225743681e-05
Generation # 18  Max Fitness: 5.633262225743681e-05
Generation # 19  Max Fitness: 5.633262225743681e-05
Generation # 20  Max Fitness: 5.633262225743681e-05
Generation # 21  Max Fitness: 5.633262225743681e-05
Generation # 22  Max Fitness: 5.633262225743681e-05
Generation # 23  Max Fitness: 5.633262225743681e-05
Generation # 24  Max Fitness: 5.633262225743681e-05
Generation # 25  Max Fitness: 5.633262225743681e-05
Generation # 26  Max Fitness: 5.633262225743681e-05
Generation # 27  Max Fitness: 5.633262225743681e-05
Generation # 28  Max Fitness: 5.633262225743681e-05
Generation # 29  Max Fitness: 5.633262225743681e-05
Generation # 30  Max Fitness: 5.633262225743681e-05
Generation # 31  Max Fitness: 5.633262225743681e-05
Generation # 32  Max Fitness: 8.389792008864728e-05
New Best Fitness
Generation # 33  Max Fitness: 8.389792008864728e-05
Generation # 34  Max Fitness: 8.389792008864728e-05
Generation # 35  Max Fitness: 8.389792008864728e-05
Generation # 36  Max Fitness: 0.00017631523695487274
New Best Fitness
Generation # 37  Max Fitness: 0.00017631523695487274
Generation # 38  Max Fitness: 0.00017631523695487274
Generation # 39  Max Fitness: 0.00017631523695487274
Generation # 40  Max Fitness: 0.00017631523695487274
Generation # 41  Max Fitness: 0.00017631523695487274
Generation # 42  Max Fitness: 0.00017631523695487274
Generation # 43  Max Fitness: 0.00017631523695487274
Generation # 44  Max Fitness: 0.00017631523695487274
Generation # 45  Max Fitness: 0.00017631523695487274
Generation # 46  Max Fitness: 0.00017631523695487274
Generation # 47  Max Fitness: 0.00017631523695487274
Generation # 48  Max Fitness: 0.00017631523695487274
Generation # 49  Max Fitness: 0.00017631523695487274
Accuracy:  98.0 %
78 <= node_count < 100
Population: 4  Node Count: 86
3.638263294380456e-17 3.638263294380456e-17
Generation # 0  Max Fitness: 5.799609671948062e-09
New Best Fitness
Generation # 1  Max Fitness: 1.2289847707131486e-05
New Best Fitness
Generation # 2  Max Fitness: 1.2289847707131486e-05
Generation # 3  Max Fitness: 1.2289847707131486e-05
Generation # 4  Max Fitness: 1.2289847707131486e-05
Generation # 5  Max Fitness: 3.6387588625412066e-05
New Best Fitness
Generation # 6  Max Fitness: 3.6387588625412066e-05
Generation # 7  Max Fitness: 0.00017068814778254236
New Best Fitness
Generation # 8  Max Fitness: 0.00017068814778254236
Generation # 9  Max Fitness: 0.00017068814778254236
Generation # 10  Max Fitness: 0.00017068814778254236
Generation # 11  Max Fitness: 0.00017068814778254236
Generation # 12  Max Fitness: 0.00026395541155761857
New Best Fitness
Generation # 13  Max Fitness: 0.00026395541155761857
Generation # 14  Max Fitness: 0.00026395541155761857
Generation # 15  Max Fitness: 0.00026395541155761857
Generation # 16  Max Fitness: 0.00026395541155761857
Generation # 17  Max Fitness: 0.00026395541155761857
Generation # 18  Max Fitness: 0.00026395541155761857
Generation # 19  Max Fitness: 0.00026395541155761857
Generation # 20  Max Fitness: 0.00026395541155761857
Generation # 21  Max Fitness: 0.00026395541155761857
Generation # 22  Max Fitness: 0.00026395541155761857
Generation # 23  Max Fitness: 0.00026395541155761857
Generation # 24  Max Fitness: 0.00026395541155761857
Generation # 25  Max Fitness: 0.00026395541155761857
Generation # 26  Max Fitness: 0.00026395541155761857
Generation # 27  Max Fitness: 0.00026395541155761857
Generation # 28  Max Fitness: 0.00026395541155761857
Generation # 29  Max Fitness: 0.00026395541155761857
Generation # 30  Max Fitness: 0.00026395541155761857
Generation # 31  Max Fitness: 0.00026395541155761857
Generation # 32  Max Fitness: 0.00026395541155761857
Generation # 33  Max Fitness: 0.00026395541155761857
Generation # 34  Max Fitness: 0.00026395541155761857
Generation # 35  Max Fitness: 0.00026395541155761857
Generation # 36  Max Fitness: 0.00026395541155761857
Generation # 37  Max Fitness: 0.00026395541155761857
Generation # 38  Max Fitness: 0.00026395541155761857
Generation # 39  Max Fitness: 0.0002653631737525925
New Best Fitness
Generation # 40  Max Fitness: 0.0002718884976973284
New Best Fitness
Generation # 41  Max Fitness: 0.0002718884976973284
Generation # 42  Max Fitness: 0.0002718884976973284
Generation # 43  Max Fitness: 0.000271517572052448
Generation # 44  Max Fitness: 0.000271517572052448
Generation # 45  Max Fitness: 0.0003100037076548978
New Best Fitness
Generation # 46  Max Fitness: 0.0003100037076548978
Generation # 47  Max Fitness: 0.0003100037076548978
Generation # 48  Max Fitness: 0.0003100037076548978
Generation # 49  Max Fitness: 0.0003100037076548978
Accuracy:  97.0 %
78 <= node_count < 100
Population: 5  Node Count: 91
2.6352918420557006e-17 2.6352918420557006e-17
Generation # 0  Max Fitness: 6.18749326856038e-07
New Best Fitness
Generation # 1  Max Fitness: 6.18749326856038e-07
Generation # 2  Max Fitness: 6.18749326856038e-07
Generation # 3  Max Fitness: 6.18749326856038e-07
Generation # 4  Max Fitness: 6.804852102661816e-06
New Best Fitness
Generation # 5  Max Fitness: 6.804852102661816e-06
Generation # 6  Max Fitness: 1.2927958272875271e-05
New Best Fitness
Generation # 7  Max Fitness: 1.2927958272875271e-05
Generation # 8  Max Fitness: 1.2927958272875271e-05
Generation # 9  Max Fitness: 1.2927958272875271e-05
Generation # 10  Max Fitness: 1.2927958272875271e-05
Generation # 11  Max Fitness: 1.2927958272875271e-05
Generation # 12  Max Fitness: 1.3055867400663436e-05
New Best Fitness
Generation # 13  Max Fitness: 1.8058702220859005e-05
New Best Fitness
Generation # 14  Max Fitness: 1.8058702220859005e-05
Generation # 15  Max Fitness: 1.8058702220859005e-05
Generation # 16  Max Fitness: 2.215114193278029e-05
New Best Fitness
Generation # 17  Max Fitness: 2.215114193278029e-05
Generation # 18  Max Fitness: 2.215114193278029e-05
Generation # 19  Max Fitness: 3.815183779957986e-05
New Best Fitness
Generation # 20  Max Fitness: 3.815183779957986e-05
Generation # 21  Max Fitness: 3.815183779957986e-05
Generation # 22  Max Fitness: 3.815183779957986e-05
Generation # 23  Max Fitness: 3.815183779957986e-05
Generation # 24  Max Fitness: 3.815183779957986e-05
Generation # 25  Max Fitness: 3.815183779957986e-05
Generation # 26  Max Fitness: 4.200555878943641e-05
New Best Fitness
Generation # 27  Max Fitness: 4.200555878943641e-05
Generation # 28  Max Fitness: 4.200555878943641e-05
Generation # 29  Max Fitness: 4.200555878943641e-05
Generation # 30  Max Fitness: 4.200555878943641e-05
Generation # 31  Max Fitness: 4.200555878943641e-05
Generation # 32  Max Fitness: 4.200555878943641e-05
Generation # 33  Max Fitness: 4.200555878943641e-05
Generation # 34  Max Fitness: 4.200555878943641e-05
Generation # 35  Max Fitness: 4.200555878943641e-05
Generation # 36  Max Fitness: 4.200555878943641e-05
Generation # 37  Max Fitness: 4.200555878943641e-05
Generation # 38  Max Fitness: 4.200555878943641e-05
Generation # 39  Max Fitness: 4.3774213896360054e-05
New Best Fitness
Generation # 40  Max Fitness: 4.3774213896360054e-05
Generation # 41  Max Fitness: 4.3774213896360054e-05
Generation # 42  Max Fitness: 4.3774213896360054e-05
Generation # 43  Max Fitness: 4.3774213896360054e-05
Generation # 44  Max Fitness: 4.3774213896360054e-05
Generation # 45  Max Fitness: 5.765754343368048e-05
New Best Fitness
Generation # 46  Max Fitness: 5.765754343368048e-05
Generation # 47  Max Fitness: 5.765754343368048e-05
Generation # 48  Max Fitness: 5.765754343368048e-05
Generation # 49  Max Fitness: 5.765754343368048e-05
Accuracy:  94.0 %
85 <= node_count < 100
Population: 6  Node Count: 92
1.469011857410389e-17 1.469011857410389e-17
Generation # 0  Max Fitness: 5.268040985159139e-07
New Best Fitness
Generation # 1  Max Fitness: 7.788245106937014e-06
New Best Fitness
Generation # 2  Max Fitness: 7.788245106937014e-06
Generation # 3  Max Fitness: 7.788245106937014e-06
Generation # 4  Max Fitness: 7.788245106937014e-06
Generation # 5  Max Fitness: 7.788245106937014e-06
Generation # 6  Max Fitness: 6.079571375054159e-06
Generation # 7  Max Fitness: 6.079571375054159e-06
Generation # 8  Max Fitness: 2.051564285464384e-05
New Best Fitness
Generation # 9  Max Fitness: 2.1465513225902493e-05
New Best Fitness
Generation # 10  Max Fitness: 2.1465513225902493e-05
Generation # 11  Max Fitness: 2.1465513225902493e-05
Generation # 12  Max Fitness: 2.1465513225902493e-05
Generation # 13  Max Fitness: 2.1465513225902493e-05
Generation # 14  Max Fitness: 2.1465513225902493e-05
Generation # 15  Max Fitness: 2.1465513225902493e-05
Generation # 16  Max Fitness: 2.1465513225902493e-05
Generation # 17  Max Fitness: 2.1465513225902493e-05
Generation # 18  Max Fitness: 2.1465513225902493e-05
Generation # 19  Max Fitness: 2.1465513225902493e-05
Generation # 20  Max Fitness: 2.1465513225902493e-05
Generation # 21  Max Fitness: 2.1465513225902493e-05
Generation # 22  Max Fitness: 2.1465513225902493e-05
Generation # 23  Max Fitness: 2.1465513225902493e-05
Generation # 24  Max Fitness: 2.8294961155704384e-05
New Best Fitness
Generation # 25  Max Fitness: 2.8294961155704384e-05
Generation # 26  Max Fitness: 2.8294961155704384e-05
Generation # 27  Max Fitness: 2.8294961155704384e-05
Generation # 28  Max Fitness: 2.8294961155704384e-05
Generation # 29  Max Fitness: 2.1465513225902493e-05
Generation # 30  Max Fitness: 2.1465513225902493e-05
Generation # 31  Max Fitness: 2.1465513225902493e-05
Generation # 32  Max Fitness: 2.1465513225902493e-05
Generation # 33  Max Fitness: 2.1465513225902493e-05
Generation # 34  Max Fitness: 2.1465513225902493e-05
Generation # 35  Max Fitness: 2.1465513225902493e-05
Generation # 36  Max Fitness: 2.1465513225902493e-05
Generation # 37  Max Fitness: 3.642748715522105e-05
New Best Fitness
Generation # 38  Max Fitness: 3.642748715522105e-05
Generation # 39  Max Fitness: 3.642748715522105e-05
Generation # 40  Max Fitness: 2.1465513225902493e-05
Generation # 41  Max Fitness: 2.1465513225902493e-05
Generation # 42  Max Fitness: 3.721417154107685e-05
New Best Fitness
Generation # 43  Max Fitness: 3.721417154107685e-05
Generation # 44  Max Fitness: 3.721417154107685e-05
Generation # 45  Max Fitness: 3.721417154107685e-05
Generation # 46  Max Fitness: 3.721417154107685e-05
Generation # 47  Max Fitness: 3.721417154107685e-05
Generation # 48  Max Fitness: 3.721417154107685e-05
Generation # 49  Max Fitness: 3.721417154107685e-05
Accuracy:  96.0 %
89 <= node_count < 100
Population: 7  Node Count: 98
2.270216293933631e-18 2.270216293933631e-18
Generation # 0  Max Fitness: 3.251050351657922e-07
New Best Fitness
Generation # 1  Max Fitness: 3.251050351657922e-07
Generation # 2  Max Fitness: 2.6818480771214867e-06
New Best Fitness
Generation # 3  Max Fitness: 2.6818480771214867e-06
Generation # 4  Max Fitness: 2.6818480771214867e-06
Generation # 5  Max Fitness: 2.7870416810013346e-05
New Best Fitness
Generation # 6  Max Fitness: 2.7870416810013346e-05
Generation # 7  Max Fitness: 2.7870416810013346e-05
Generation # 8  Max Fitness: 2.7870416810013346e-05
Generation # 9  Max Fitness: 2.7870416810013346e-05
Generation # 10  Max Fitness: 2.7870416810013346e-05
Generation # 11  Max Fitness: 2.7870416810013346e-05
Generation # 12  Max Fitness: 2.7870416810013346e-05
Generation # 13  Max Fitness: 2.7870416810013346e-05
Generation # 14  Max Fitness: 2.7870416810013346e-05
Generation # 15  Max Fitness: 2.7870416810013346e-05
Generation # 16  Max Fitness: 2.7870416810013346e-05
Generation # 17  Max Fitness: 2.7870416810013346e-05
Generation # 18  Max Fitness: 2.7870416810013346e-05
Generation # 19  Max Fitness: 2.7870416810013346e-05
Generation # 20  Max Fitness: 2.7870416810013346e-05
Generation # 21  Max Fitness: 2.7870416810013346e-05
Generation # 22  Max Fitness: 2.7870416810013346e-05
Generation # 23  Max Fitness: 2.7870416810013346e-05
Generation # 24  Max Fitness: 2.804773004593593e-05
New Best Fitness
Generation # 25  Max Fitness: 2.804773004593593e-05
Generation # 26  Max Fitness: 4.4662526111544575e-05
New Best Fitness
Generation # 27  Max Fitness: 4.4662526111544575e-05
Generation # 28  Max Fitness: 4.4662526111544575e-05
Generation # 29  Max Fitness: 4.4662526111544575e-05
Generation # 30  Max Fitness: 4.4662526111544575e-05
Generation # 31  Max Fitness: 4.4662526111544575e-05
Generation # 32  Max Fitness: 4.4662526111544575e-05
Generation # 33  Max Fitness: 4.4662526111544575e-05
Generation # 34  Max Fitness: 4.4662526111544575e-05
Generation # 35  Max Fitness: 4.4662526111544575e-05
Generation # 36  Max Fitness: 4.4662526111544575e-05
Generation # 37  Max Fitness: 4.4662526111544575e-05
Generation # 38  Max Fitness: 4.4662526111544575e-05
Generation # 39  Max Fitness: 4.4662526111544575e-05
Generation # 40  Max Fitness: 4.4662526111544575e-05
Generation # 41  Max Fitness: 4.4662526111544575e-05
Generation # 42  Max Fitness: 4.4662526111544575e-05
Generation # 43  Max Fitness: 5.412173741796076e-05
New Best Fitness
Generation # 44  Max Fitness: 5.412173741796076e-05
Generation # 45  Max Fitness: 5.412173741796076e-05
Generation # 46  Max Fitness: 5.412173741796076e-05
Generation # 47  Max Fitness: 5.412173741796076e-05
Generation # 48  Max Fitness: 5.408919277730053e-05
Generation # 49  Max Fitness: 5.408919277730053e-05
Accuracy:  96.0 %
94 <= node_count < 100
Population: 8  Node Count: 96
1.5732529960867124e-18 1.5732529960867124e-18
Generation # 0  Max Fitness: 7.329789787426176e-12
New Best Fitness
Generation # 1  Max Fitness: 7.329789787426176e-12
Generation # 2  Max Fitness: 7.329789787426176e-12
Generation # 3  Max Fitness: 2.2515516308084766e-11
New Best Fitness
Generation # 4  Max Fitness: 1.4845159842547838e-09
New Best Fitness
Generation # 5  Max Fitness: 1.4845159842547838e-09
Generation # 6  Max Fitness: 1.4845159842547838e-09
Generation # 7  Max Fitness: 1.4845159842547838e-09
Generation # 8  Max Fitness: 1.4845159842547838e-09
Generation # 9  Max Fitness: 1.4845159842547838e-09
Generation # 10  Max Fitness: 1.4845159842547838e-09
Generation # 11  Max Fitness: 1.4845159842547838e-09
Generation # 12  Max Fitness: 1.4845159842547838e-09
Generation # 13  Max Fitness: 1.4845159842547838e-09
Generation # 14  Max Fitness: 1.4845159842547838e-09
Generation # 15  Max Fitness: 1.4845159842547838e-09
Generation # 16  Max Fitness: 8.95334698044117e-09
New Best Fitness
Generation # 17  Max Fitness: 8.95334698044117e-09
Generation # 18  Max Fitness: 8.95334698044117e-09
Generation # 19  Max Fitness: 4.673894082649587e-08
New Best Fitness
Generation # 20  Max Fitness: 4.673894082649587e-08
Generation # 21  Max Fitness: 4.673894082649587e-08
